Bank,region,Animal-based energy,Bio-remediation,Buffering and attenuation of mass flows,Climate regulation,Dilution by atmosphere and ecosystems,Disease control,Fibres and other materials,Filtration,Flood and storm protection,Genetic materials,Ground water,Maintain nursery habitats,Mass stabilisation and erosion control,Mediation of sensory impacts,Pest control,Pollination,Soil quality,Surface water,Ventilation,Water flow maintenance,Water quality
Barclays,AT,0.0010000771553427793,0.04236149196172779,0.007964396846665693,0.06641659688946915,0.02906541113399034,0.0007834294020469588,0.05818164031820624,0.04512716420071332,0.09931262494758944,0.014414322631824473,0.08699988204543091,0.0005078942527132464,0.050043028088615396,0.045265444506838434,0.01579272903434774,0.0007887398673436554,0.03618228190324874,0.08668110636229408,0.017745701231972395,0.07132411801675269,0.050008003458896416
Barclays,AU,0.009016965980537837,0.1577564424747002,0.009946695371614873,0.3090011365436824,0.0813601022964902,0.0071394296023334185,0.18957323077109312,0.17726350815415987,0.34598304795499174,0.040039396613845056,0.3608470432710353,0.004572672265060189,0.21972766756228848,0.11420006997416089,0.03416079594382385,0.007196487770362827,0.093500756478133,0.3590757916231361,0.05020608626456937,0.3258525862912775,0.18041822577380692
Barclays,BE,0.0059524898045003796,0.3641492918195345,0.04543268849519388,0.5961443017217154,0.21918174476524266,0.004699099015697303,0.46291490168832955,0.3383241217671724,0.8397125578762393,0.11588061192367562,0.6881955725176552,0.0030429551417259933,0.4833357798080545,0.34696147239894876,0.11825729725339854,0.004709634903161797,0.2764914542226198,0.6865388130855996,0.14532324780703415,0.5082418606897933,0.3831838521427837
Barclays,BG,0.0001602655648217949,0.002788967329626548,0.00032644854433629426,0.004917704858596871,0.0022536508468960284,0.00012406222728198295,0.004974241404492326,0.0031357932867968202,0.006720196419395901,0.0015259531377754248,0.006201949252023626,8.185320861535397e-05,0.0035230040330570087,0.0030728045362699054,0.0009943337937699083,0.00012622001976684926,0.0025559066248847023,0.006305562531455144,0.0013278732518087451,0.004874104427211642,0.0034987005617751997
Barclays,BR,0.011062899606008196,0.0906052354971422,0.012517726457718533,0.15315540089655078,0.07097125072942455,0.008603420196063213,0.14829400418740943,0.10473118156343428,0.20438698381426856,0.04756638980371668,0.2050430393529461,0.005638203467373579,0.10899264970029166,0.0948688259540993,0.031939398813276114,0.008761034630304362,0.07890457897285329,0.2077409077281801,0.0406255032730752,0.17083677178891787,0.1130875909947454
Barclays,CA,1.3564142891421607,15.612178876509462,2.4179722301798128,29.677195265490457,8.227775905103279,1.0731229407832352,10.55811448445883,13.682459659126328,44.748749019326006,1.3411709778419962,30.203240361206692,0.6845408795921526,28.11858481656994,13.882672720298103,5.956263996793408,1.0694473866360212,9.339292029398674,30.324575433044124,6.3010692798334675,22.466451805761213,17.633997478471176
Barclays,CH,0.004391215257159461,0.2388106168650083,0.018210123292648178,0.45413358974144474,0.15205754165321983,0.003565053216622589,0.3079068070279921,0.19411019911745492,0.6463364703681107,0.0844784872945573,0.41042545093848903,0.002274035838410748,0.351057493774168,0.2210868666759068,0.053302999183103154,0.0035151595750975142,0.1513172783876122,0.39505543409211674,0.09573238189704383,0.306850302299618,0.22718881091250587
Barclays,CN,0.4627228116038059,7.402667090429301,0.5237619711523451,10.962446399747048,7.52847991434766,0.3647770040915711,15.051639312551169,8.65680879985105,17.47727158202823,5.57335244502498,17.48740747396106,0.240992702396914,7.996538986505575,9.932520940990548,2.1702161098369226,0.3723048193688381,6.835573757326552,17.40641917482056,4.203967676715147,13.607944309557254,9.584844340245919
Barclays,CY,3.965676776376279e-06,1.631782189626541e-05,3.7938921000355495e-06,3.335458345787525e-05,1.2124793423939265e-05,3.0333123717029017e-06,2.483499325146697e-05,1.6805632860057053e-05,4.669351543425997e-05,7.026312505629184e-06,3.70693033006856e-05,1.987963770392276e-06,2.6890494334468902e-05,1.6416352412817824e-05,8.405745591461712e-06,3.090011911265071e-06,1.4468515639952063e-05,3.782752853938449e-05,9.132165980997326e-06,2.5931909961280388e-05,2.2209555659962087e-05
Barclays,CZ,0.0015890063436166742,0.059368433250935514,0.004753963265722302,0.09552867805134184,0.05298302464811005,0.001251724543793162,0.1074927241792151,0.06514720525256734,0.14352511796102632,0.03589342661685988,0.1310576672722457,0.0008267595021023215,0.06843359862996848,0.07301678921190875,0.017914436189191564,0.001271283119552663,0.05293023360973084,0.13109486780400556,0.030240960294184105,0.10004666240254442,0.07260456224046462
Barclays,DE,0.7604004648937509,32.564689232264485,6.368663862768926,49.33770618540401,14.256203586244993,0.6005683218661186,29.949377667141327,28.399092385137617,76.37183741627885,4.4817994920586415,58.33047187969006,0.3828270622789165,46.57256227309093,28.077867300047014,10.745843136760586,0.5979425854935442,21.020096811640776,58.28712488867784,10.19408617828285,45.508728189872805,31.19994567561904
Barclays,DK,0.0033584314713348993,0.046731793781785894,0.006133323209322126,0.08882269281580087,0.03769223143173108,0.0026075795804454114,0.06414553234087172,0.04953937768705742,0.1261690590021235,0.017167595885799854,0.10185815343392209,0.001721522625796084,0.06657704034755337,0.052614095272733204,0.01869871869970932,0.002640841608535393,0.03988157256303339,0.10207538311735269,0.02414116383229559,0.08011117030860303,0.06077632930849157
Barclays,EE,7.914905640336594e-05,0.0005161485878540216,0.00012442152236114983,0.0010662226312118913,0.0003398140647731437,6.115605728214117e-05,0.0006153329265684813,0.0005281196354218501,0.001452044887002579,0.00014853354198643824,0.0010762096177311137,4.029909951327062e-05,0.000780249246220308,0.0005021942009103624,0.0002610162754211158,6.167699718186804e-05,0.00046850997073260127,0.0011021253824438832,0.00022726965490413547,0.0008520055928922933,0.0006549828438775593
Barclays,ES,0.0227813247038072,0.6332577144647552,0.10808906659923903,1.2578344901696838,0.43578252331691114,0.017632449073485594,0.9219066305087051,0.693176029506987,1.7421230942685577,0.19164775778581986,1.4167599117322092,0.011633554126597771,0.9316610262299593,0.680900960044546,0.2838089246284306,0.017931888745592976,0.5859510047883414,1.4567342463132817,0.3003086190759282,1.0802808031720676,0.8188015966748973
Barclays,FI,0.003911403857464961,0.04958986922739583,0.006053946720581799,0.08637297429170115,0.0444148214031128,0.003041736618008666,0.09718295562547481,0.05591928519403341,0.12370882253950413,0.03261752501845633,0.11282237978786017,0.002033256778780981,0.05973413420046506,0.05882751097379932,0.018358195824282907,0.0031097701658581367,0.04857616003552265,0.11447347909683445,0.02523984646148184,0.0869373868803607,0.06402478073917012
Barclays,FR,4.726370145480645,80.57465242708079,20.507983015519216,113.04801466813541,26.545725193524362,3.7695992848251256,61.42724204283515,62.28167913495899,178.1294489028067,5.4692174278970445,121.04665014834946,2.3457540232764638,115.82995658726053,57.04033286433756,26.426897153178707,3.7101557200810635,45.79394235149745,118.26165711129899,19.153676582946083,98.40265298111964,67.20728252863847
